Time elapsed was 49233ns or 0.000049233s
Time elapsed was 53629ns or 0.000053629s
Time elapsed was 51835ns or 0.000051835s
Time elapsed was 50167ns or 0.000050167s
Time elapsed was 51636ns or 0.000051636s
Time elapsed was 48605ns or 0.000048605s
Time elapsed was 47874ns or 0.000047874s
Time elapsed was 51683ns or 0.000051683s
Time elapsed was 49613ns or 0.000049613s
Time elapsed was 53751ns or 0.000053751s
