Elapsed time   0.04186s
Elapsed time   0.04443s
Elapsed time   0.04326s
Elapsed time   0.04163s
Elapsed time   0.04226s
Elapsed time   0.04194s
Elapsed time   0.04166s
Elapsed time   0.04228s
Elapsed time   0.04161s
Elapsed time   0.04144s
