Elapsed time   0.04191s,,0.04191
Elapsed time   0.04753s,,0.04253
Elapsed time   0.04299s,,0.04299
Elapsed time   0.04229s,,0.04229
Elapsed time   0.04300s,,0.043
Elapsed time   0.04299s,,0.04299
Elapsed time   0.04280s,,0.0428
Elapsed time   0.04224s,,0.04224
Elapsed time   0.04218s,,0.04218
Elapsed time   0.04231s,,0.04231
,,
mean time,,0.042524
